Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00    4694/9388        std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> > >::_M_allocate_buckets(unsigned long) [553]
                0.00    0.00    4694/9388        std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [554]
[516]    0.0    0.00    0.00    9388         std::allocator<std::__detail::_Hash_node_base*>::~allocator() [516]
                0.00    0.00    9388/9388        __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::~new_allocator() [514]
-----------------------------------------------
                0.00    0.00    9229/9229        std::allocator<std::pair<int, double> >::~allocator() [518]
[517]    0.0    0.00    0.00    9229         __gnu_cxx::new_allocator<std::pair<int, double> >::~new_allocator() [517]
-----------------------------------------------
                0.00    0.00     842/9212        DeltaSteppingParallel2::processEdges(bool, std::vector<std::thread, std::allocator<std::thread> >&) [4]
                0.00    0.00     883/9212        std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >::_S_check_init_len(unsigned long, std::allocator<std::pair<int, double> > const&) [652]
                0.00    0.00    1400/9212        std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >::vector(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&) [114]
                0.00    0.00    6087/9212        std::_Vector_base<std::pair<int, double>, std::allocator<std::pair<int, double> > >::_Vector_impl::~_Vector_impl() [535]
[518]    0.0    0.00    0.00    9212         std::allocator<std::pair<int, double> >::~allocator() [518]
                0.00    0.00    9229/9229        __gnu_cxx::new_allocator<std::pair<int, double> >::~new_allocator() [517]
-----------------------------------------------
                0.00    0.00     370/8997        void std::vector<std::thread, std::allocator<std::thread> >::_M_realloc_insert<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >, void (DeltaSteppingParallel2::*&&)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*&&, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&&) [192]
                0.00    0.00     503/8997        void std::__invoke_impl<void, void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(std::__invoke_memfun_deref, void (DeltaSteppingParallel2::*&&)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*&&, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&&) [13]
                0.00    0.00     527/8997        std::__invoke_result<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >::type std::__invoke<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(void (DeltaSteppingParallel2::*&&)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*&&, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&&) [12]
                0.00    0.00     589/8997        std::tuple_element<1ul, std::tuple<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >::type&& std::get<1ul, void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(std::tuple<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >&&) [702]
                0.00    0.00     630/8997        std::_Tuple_impl<1ul, DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >::_Tuple_impl<DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, void>(DeltaSteppingParallel2*&&, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&&) [681]
                0.00    0.00     656/8997        std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >::_State_impl<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(void (DeltaSteppingParallel2::*&&)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*&&, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&&) [164]
                0.00    0.00     670/8997        std::_Head_base<1ul, DeltaSteppingParallel2*, false>::_Head_base<DeltaSteppingParallel2*>(DeltaSteppingParallel2*&&) [699]
                0.00    0.00     691/8997        std::thread::thread<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, void>(void (DeltaSteppingParallel2::*&&)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*&&, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&&) [165]
                0.00    0.00     708/8997        std::thread::_Invoker<std::tuple<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >::_Invoker<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(void (DeltaSteppingParallel2::*&&)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*&&, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&&) [166]
                0.00    0.00     711/8997        std::tuple<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >::tuple<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, true, true>(void (DeltaSteppingParallel2::*&&)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*&&, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&&) [218]
                0.00    0.00     713/8997        void __gnu_cxx::new_allocator<std::thread>::construct<std::thread, void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(std::thread*, void (DeltaSteppingParallel2::*&&)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*&&, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&&) [144]
                0.00    0.00     717/8997        void std::allocator_traits<std::allocator<std::thread> >::construct<std::thread, void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(std::allocator<std::thread>&, std::thread*, void (DeltaSteppingParallel2::*&&)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*&&, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&&) [143]
                0.00    0.00     723/8997        std::_Tuple_impl<0ul, void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >::_Tuple_impl<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, void>(void (DeltaSteppingParallel2::*&&)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*&&, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&&) [689]
                0.00    0.00     789/8997        void std::vector<std::thread, std::allocator<std::thread> >::emplace_back<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(void (DeltaSteppingParallel2::*&&)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*&&, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&&) [142]
[519]    0.0    0.00    0.00    8997         DeltaSteppingParallel2*&& std::forward<DeltaSteppingParallel2*>(std::remove_reference<DeltaSteppingParallel2*>::type&) [519]
-----------------------------------------------
                0.00    0.00    1400/8400        std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*>(__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, __gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*) [109]
                0.00    0.00    2800/8400        std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*, unsigned long>(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*, unsigned long) [312]
                0.00    0.00    4200/8400        void std::_Destroy_aux<false>::__destroy<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*>(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*) [917]
[520]    0.0    0.00    0.00    8400         std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >* std::__addressof<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&) [520]
-----------------------------------------------
                0.00    0.00       4/7886        DeltaSteppingSequential::initialize() [67]
                0.00    0.00     464/7886        DeltaSteppingSequential::run() [26]
                0.00    0.00    2937/7886        DeltaSteppingSequential::processBucket() [25]
                0.00    0.00    4481/7886        DeltaSteppingSequential::processEdgeTasks(std::vector<GraphEdge, std::allocator<GraphEdge> >&) [119]
[521]    0.0    0.00    0.00    7886         std::vector<std::set<int, std::less<int>, std::allocator<int> >, std::allocator<std::set<int, std::less<int>, std::allocator<int> > > >::operator[](unsigned long) [521]
-----------------------------------------------
                0.00    0.00     373/7846        void std::vector<std::thread, std::allocator<std::thread> >::_M_realloc_insert<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >, void (DeltaSteppingParallel2::*&&)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*&&, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&&) [192]
                0.00    0.00     552/7846        std::__invoke_result<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >::type std::__invoke<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(void (DeltaSteppingParallel2::*&&)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*&&, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&&) [12]
                0.00    0.00     577/7846        std::tuple_element<0ul, std::tuple<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >::type&& std::get<0ul, void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(std::tuple<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >&&) [705]
                0.00    0.00     654/7846        std::_Tuple_impl<0ul, void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >::_Tuple_impl<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, void>(void (DeltaSteppingParallel2::*&&)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*&&, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&&) [689]
                0.00    0.00     670/7846        void __gnu_cxx::new_allocator<std::thread>::construct<std::thread, void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(std::thread*, void (DeltaSteppingParallel2::*&&)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*&&, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&&) [144]
                0.00    0.00     675/7846        std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >::_State_impl<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(void (DeltaSteppingParallel2::*&&)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*&&, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&&) [164]
                0.00    0.00     679/7846        std::thread::thread<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, void>(void (DeltaSteppingParallel2::*&&)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*&&, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&&) [165]
                0.00    0.00     695/7846        std::_Head_base<0ul, void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), false>::_Head_base<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&)>(void (DeltaSteppingParallel2::*&&)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&)) [694]
                0.00    0.00     721/7846        std::thread::_Invoker<std::tuple<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >::_Invoker<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(void (DeltaSteppingParallel2::*&&)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*&&, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&&) [166]
                0.00    0.00     730/7846        void std::allocator_traits<std::allocator<std::thread> >::construct<std::thread, void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(std::allocator<std::thread>&, std::thread*, void (DeltaSteppingParallel2::*&&)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*&&, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&&) [143]
                0.00    0.00     731/7846        std::tuple<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >::tuple<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, true, true>(void (DeltaSteppingParallel2::*&&)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*&&, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&&) [218]
                0.00    0.00     789/7846        void std::vector<std::thread, std::allocator<std::thread> >::emplace_back<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(void (DeltaSteppingParallel2::*&&)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*&&, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >&&) [142]
[522]    0.0    0.00    0.00    7846         void (DeltaSteppingParallel2::*&&std::forward<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&)>(std::remove_reference<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&)>::type&))(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&) [522]
-----------------------------------------------
                0.00    0.00    7494/7494        std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [525]
[523]    0.0    0.00    0.00    7494         std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_uses_single_bucket(std::__detail::_Hash_node_base**) const [523]
-----------------------------------------------
                0.00    0.00    2800/7494        std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear() [181]
                0.00    0.00    4694/7494        std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [138]
[524]    0.0    0.00    0.00    7494         std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_begin() const [524]
-----------------------------------------------
                0.00    0.00    7494/7494        std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets() [526]
[525]    0.0    0.00    0.00    7494         std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [525]
                0.00    0.00    7494/7494        std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_uses_single_bucket(std::__detail::_Hash_node_base**) const [523]
                0.00    0.00    4694/4694        std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<int const, double>, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [554]
-----------------------------------------------
                0.00    0.00    2800/7494        std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [182]
                0.00    0.00    4694/7494        std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [138]
[526]    0.0    0.00    0.00    7494         std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets() [526]
                0.00    0.00    7494/7494        std::_Hashtable<int, std::pair<int const, double>, std::allocator<std::pair<int const, double> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [525]
-----------------------------------------------
                0.00    0.00       4/7124        dijkstra(Graph const&, int) [37]
                0.00    0.00      20/7124        DeltaSteppingSequential::DeltaSteppingSequential(Graph const&, int, double, bool) [63]
                0.00    0.00    1404/7124        DeltaSteppingSequential::initialize() [67]
                0.00    0.00    5696/7124        DeltaSteppingParallel2::DeltaSteppingParallel2(Graph const&, int, double, bool, int) [19]
[527]    0.0    0.00    0.00    7124         Graph::getNumVertices() const [527]
-----------------------------------------------
                0.00    0.00    7000/7000        Graph::getEdges() const [35]
[528]    0.0    0.00    0.00    7000         std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >::operator[](unsigned long) const [528]
-----------------------------------------------
                0.00    0.00     500/6374        DeltaSteppingSequential::run() [26]
                0.00    0.00    5874/6374        DeltaSteppingSequential::processEdgeTasks(std::vector<GraphEdge, std::allocator<GraphEdge> >&) [119]
[529]    0.0    0.00    0.00    6374         std::vector<std::set<int, std::less<int>, std::allocator<int> >, std::allocator<std::set<int, std::less<int>, std::allocator<int> > > >::size() const [529]
-----------------------------------------------
                0.00    0.00    6102/6102        std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >::~vector() [532]
[530]    0.0    0.00    0.00    6102         void std::_Destroy<std::pair<int, double>*, std::pair<int, double> >(std::pair<int, double>*, std::pair<int, double>*, std::allocator<std::pair<int, double> >&) [530]
                0.00    0.00    6063/6063        void std::_Destroy<std::pair<int, double>*>(std::pair<int, double>*, std::pair<int, double>*) [534]
-----------------------------------------------
                0.00    0.00    6088/6088        std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >::~vector() [532]
[531]    0.0    0.00    0.00    6088         std::_Vector_base<std::pair<int, double>, std::allocator<std::pair<int, double> > >::~_Vector_base() [531]
                0.00    0.00    6129/17288       std::_Vector_base<std::pair<int, double>, std::allocator<std::pair<int, double> > >::_M_deallocate(std::pair<int, double>*, unsigned long) [483]
                0.00    0.00    6041/6041        std::_Vector_base<std::pair<int, double>, std::allocator<std::pair<int, double> > >::_Vector_impl::~_Vector_impl() [535]
-----------------------------------------------
                0.00    0.00       4/6080        std::priority_queue<std::pair<int, double>, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::greater<std::pair<int, double> > >::~priority_queue() [1043]
                0.00    0.00     861/6080        std::_Head_base<2ul, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, false>::~_Head_base() [655]
                0.00    0.00    1015/6080        DeltaSteppingParallel2::processEdges(bool, std::vector<std::thread, std::allocator<std::thread> >&) [4]
                0.00    0.00    4200/6080        void std::_Destroy<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*) [560]
[532]    0.0    0.00    0.00    6080         std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >::~vector() [532]
