Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 [806] std::_Vector_base<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >::_M_get_Tp_allocator() const [432] std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [112] std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, __gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >&)
 [1023] std::_Vector_base<double, std::allocator<double> >::get_allocator() const [415] std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [1006] double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&)
 [1024] std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [98] void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [44] std::pair<int, double>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*, std::pair<int, double> >(__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*, std::allocator<std::pair<int, double> >&)
 [417] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [425] std::_Rb_tree_iterator<int>::_Rb_tree_iterator(std::_Rb_tree_node_base*) [344] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_copy_a<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&)
 [380] std::_Rb_tree_node<int>::_M_valptr() const [545] std::_Rb_tree_iterator<int>::operator--() [350] std::pair<double, double>* std::__uninitialized_copy_a<std::pair<double, double> const*, std::pair<double, double>*, std::pair<double, double> >(std::pair<double, double> const*, std::pair<double, double> const*, std::pair<double, double>*, std::allocator<std::pair<double, double> >&)
 [100] std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >::end() const [784] std::_Rb_tree_node_base::_S_maximum(std::_Rb_tree_node_base*) [1159] int* std::__uninitialized_copy_a<int const*, int*, int>(int const*, int const*, int*, std::allocator<int>&)
   [7] std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >::find(int const&) const [785] std::_Rb_tree_node_base::_S_minimum(std::_Rb_tree_node_base*) [878] double* std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&)
 [567] std::priority_queue<std::pair<int, double>, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::greater<std::pair<int, double> > >::top() const [848] std::_Rb_tree_key_compare<std::less<int> >::_Rb_tree_key_compare(std::less<int> const&) [902] int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&)
 [325] std::priority_queue<std::pair<int, double>, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::greater<std::pair<int, double> > >::empty() const [608] std::_Rb_tree_key_compare<std::less<int> >::_Rb_tree_key_compare() [235] Bucket* std::__uninitialized_default_n<Bucket*, unsigned long>(Bucket*, unsigned long)
 [1106] std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::end() const [113] std::pair<int, double>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*>(__gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__normal_iterator<std::pair<int, double> const*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*) [317] std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >* std::__uninitialized_default_n<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >*, unsigned long>(std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >*, unsigned long)
 [1107] std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::size() const [109] std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*>(__gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, __gnu_cxx::__normal_iterator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const*, std::vector<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > > >, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*) [271] std::set<int, std::less<int>, std::allocator<int> >* std::__uninitialized_default_n<std::set<int, std::less<int>, std::allocator<int> >*, unsigned long>(std::set<int, std::less<int>, std::allocator<int> >*, unsigned long)
 [1082] std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::begin() const [46] std::pair<int, double>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*>(__gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, __gnu_cxx::__normal_iterator<std::pair<int, double>*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >, std::pair<int, double>*) [318] std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >* std::__uninitialized_default_n<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*, unsigned long>(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*, unsigned long)
 [1108] std::initializer_list<std::pair<double, double> >::end() const [340] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_copy<false>::__uninit_copy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [300] std::vector<int, std::allocator<int> >* std::__uninitialized_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long)
 [1109] std::initializer_list<std::pair<double, double> >::size() const [345] std::pair<double, double>* std::__uninitialized_copy<false>::__uninit_copy<std::pair<double, double> const*, std::pair<double, double>*>(std::pair<double, double> const*, std::pair<double, double> const*, std::pair<double, double>*) [236] Bucket* std::__uninitialized_default_n_a<Bucket*, unsigned long, Bucket>(Bucket*, unsigned long, std::allocator<Bucket>&)
 [1083] std::initializer_list<std::pair<double, double> >::begin() const [986] double* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [319] std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >* std::__uninitialized_default_n_a<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >*, unsigned long, std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > > >(std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > >*, unsigned long, std::allocator<std::unordered_map<int, double, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, double> > > >&)
 [1110] std::initializer_list<int>::end() const [1138] int* std::__uninitialized_copy<true>::__uninit_copy<int const*, int*>(int const*, int const*, int*) [272] std::set<int, std::less<int>, std::allocator<int> >* std::__uninitialized_default_n_a<std::set<int, std::less<int>, std::allocator<int> >*, unsigned long, std::set<int, std::less<int>, std::allocator<int> > >(std::set<int, std::less<int>, std::allocator<int> >*, unsigned long, std::allocator<std::set<int, std::less<int>, std::allocator<int> > >&)
 [1111] std::initializer_list<int>::size() const [864] double* std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [320] std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >* std::__uninitialized_default_n_a<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*, unsigned long, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > >*, unsigned long, std::allocator<std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >&)
 [1084] std::initializer_list<int>::begin() const [893] int* std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [301] std::vector<int, std::allocator<int> >* std::__uninitialized_default_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::allocator<std::vector<int, std::allocator<int> > >&)
 [465] std::_Rb_tree_const_iterator<int>::operator*() const [700] std::_Rb_tree_const_iterator<int>::_Rb_tree_const_iterator(std::_Rb_tree_node_base const*) [219] std::pair<int, double>* std::__uninitialized_move_if_noexcept_a<std::pair<int, double>*, std::pair<int, double>*, std::allocator<std::pair<int, double> > >(std::pair<int, double>*, std::pair<int, double>*, std::pair<int, double>*, std::allocator<std::pair<int, double> >&)
 [725] std::set<int, std::less<int>, std::allocator<int> >::end() const [435] std::_Rb_tree_const_iterator<int>::_Rb_tree_const_iterator(std::_Rb_tree_iterator<int> const&) [705] std::tuple_element<0ul, std::tuple<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > > >::type&& std::get<0ul, void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >(std::tuple<void (DeltaSteppingParallel2::*)(std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > const&), DeltaSteppingParallel2*, std::vector<std::pair<int, double>, std::allocator<std::pair<int, double> > > >&&)
